appid,appName,avgList_date,avgList_value,list_date,list_value,versionDate,version,date
1479814602,央视频-看奥运全赛程直播,1700323200000,27023,1700323200000,11034,,,
1479814602,央视频-看奥运全赛程直播,1700236800000,27023,1700236800000,11824,,,
1479814602,央视频-看奥运全赛程直播,1700150400000,27023,1700150400000,13956,,,
1479814602,央视频-看奥运全赛程直播,1700064000000,27023,1700064000000,9080,,,
1479814602,央视频-看奥运全赛程直播,1699977600000,27023,1699977600000,6775,,,
1479814602,央视频-看奥运全赛程直播,1699891200000,27023,1699891200000,7345,,,
1479814602,央视频-看奥运全赛程直播,1699804800000,27023,1699804800000,8000,,,
1479814602,央视频-看奥运全赛程直播,1699718400000,27023,1699718400000,9587,,,
1479814602,央视频-看奥运全赛程直播,1699632000000,27023,1699632000000,8071,,,
1479814602,央视频-看奥运全赛程直播,1699545600000,27023,1699545600000,8776,,,
1479814602,央视频-看奥运全赛程直播,1699459200000,27023,1699459200000,8433,,,
1479814602,央视频-看奥运全赛程直播,1699372800000,27023,1699372800000,7948,,,
1479814602,央视频-看奥运全赛程直播,1699286400000,27023,1699286400000,7707,,,
1479814602,央视频-看奥运全赛程直播,1699200000000,27023,1699200000000,7597,,,
1479814602,央视频-看奥运全赛程直播,1699113600000,27023,1699113600000,8444,,,
1479814602,央视频-看奥运全赛程直播,1699027200000,27023,1699027200000,8751,,,
1479814602,央视频-看奥运全赛程直播,1698940800000,27023,1698940800000,8658,,,
1479814602,央视频-看奥运全赛程直播,1698854400000,27023,1698854400000,8204,,,
1479814602,央视频-看奥运全赛程直播,1698768000000,27023,1698768000000,8103,,,
1479814602,央视频-看奥运全赛程直播,1698681600000,27023,1698681600000,9377,,,
1479814602,央视频-看奥运全赛程直播,1698595200000,27023,1698595200000,10762,,,
1479814602,央视频-看奥运全赛程直播,1698508800000,27023,1698508800000,12301,,,
1479814602,央视频-看奥运全赛程直播,1698422400000,27023,1698422400000,10606,,,
1479814602,央视频-看奥运全赛程直播,1698336000000,27023,1698336000000,11502,,,
1479814602,央视频-看奥运全赛程直播,1698249600000,27023,1698249600000,12418,,,
1479814602,央视频-看奥运全赛程直播,1698163200000,27023,1698163200000,15036,,,
1479814602,央视频-看奥运全赛程直播,1698076800000,27023,1698076800000,8628,,,
1479814602,央视频-看奥运全赛程直播,1697990400000,27023,1697990400000,8727,,,
1479814602,央视频-看奥运全赛程直播,1697904000000,27023,1697904000000,10058,,,
